a  Lycodapus_extensus
a  Mogurnda_magna  Allen_and_Renyaan_1996
a  Mogurnda_pardalis  Allen_and_Renyaan_1996
a  Oxyeleotris_altipinna  Allen_and_Renyaan_1996
a  Glossolepis_leggetti  Allen_and_Renyaan_1998
a  Melanotaenia_batanta  Allen_and_Renyaan_1998
a  Melanotaenia_rubripinnis  Allen_and_Renyaan_1998
a  Pseudomugil_ivantsoffi  Allen_and_Renyaan_1999
a  Abudefduf_whitleyi  Allen_and_Robertson_1974
a  Chrysiptera_flavipinnis  Allen_and_Robertson_1974
a  Dischistodus_pseudochrysopoecilus  Allen_and_Robertson_1974
a  Pomacentrus_australis  Allen_and_Robertson_1974
a  Axoclinus_nigricaudus  Allen_and_Robertson_1991
a  Crocodilichthys_gracilis  Allen_and_Robertson_1991
a  Enneanectes_reticulatus  Allen_and_Robertson_1991
a  Opistognathus_galapagensis  Allen_and_Robertson_1991
a  Opistognathus_mexicanus  Allen_and_Robertson_1991
a  Opistognathus_panamaensis  Allen_and_Robertson_1991
a  Opistognathus_rosenblatti  Allen_and_Robertson_1991
a  Axoclinus_multicinctus  Allen_and_Robertson_1992
a  Axoclinus_rubinoffi  Allen_and_Robertson_1992
a  Halichoeres_insularis  Allen_and_Robertson_1992
a  Halichoeres_malpelo  Allen_and_Robertson_1992
a  Lepidonectes_bimaculata  Allen_and_Robertson_1992
a  Serranus_socorroensis  Allen_and_Robertson_1992
a  Pseudogramma_axelrodi  Allen_and_Robertson_1995
a  Xyrichtys_wellingtoni  Allen_and_Robertson_1995
a  Epinephelus_clippertonensis  Allen_and_Robertson_1999
a  Halichoeres_salmofasciatus  Allen_and_Robertson_2002
a  Pseudomugil_cyanodorsalis  Allen_and_Sarti_1983
a  Stegastes_lubbocki  Allen_and_Smith_1992
a  Chaetodon_burgessi  Allen_and_Starck_1973
a  Pseudanthias_engelhardi  Allen_and_Starck_1982
a  Chaetodontoplus_vanderloosi  Allen_and_Steene_2004
a  Lutjanus_mizenkoi  Allen_and_Talbot_1985
a  Stegastes_baldwini  Allen_and_Woods_1980
a  Pomacentrus_rodriguesensis  Allen_and_Wright_2003
a  Oxyeleotris_stagnicola  Allen_Hortle_and_Renyaan_2000
a  Astroblepus_praeliorum  Allen_in_Eigenmann_and_Allen_1942
a  Curimata_cisandina  Allen_in_Eigenmann_and_Allen_1942
a  Orestias_empyraeus  Allen_in_Eigenmann_and_Allen_1942
a  Orestias_silustani  Allen_in_Eigenmann_and_Allen_1942
a  Parodon_pongoensis  Allen_in_Eigenmann_and_Allen_1942
a  Pimelodella_montana  Allen_in_Eigenmann_and_Allen_1942
a  Mogurnda_wapoga  Allen_Jenkins_and_Renyaan_1999
a  Apogon_franssedai  Allen_Kuiter_and_Randall_1994
a  Apogon_nanus  Allen_Kuiter_and_Randall_1994
a  Apogon_neotes  Allen_Kuiter_and_Randall_1994
a  Apogon_ocellicaudus  Allen_Kuiter_and_Randall_1994
a  Scortum_neili  Allen_Larson_and_Midgley_1993
a  Cirrhilabrus_marjorie  Allen_Randall_and_Carlson_2003
a  Tandya_maculata  Alleyne_and_Macleay
a  Apogon_darnleyensis  Alleyne_and_Macleay_1877
a  Caranx_bucculentus  Alleyne_and_Macleay_1877
a  Caranx_papuensis  Alleyne_and_Macleay_1877
a  Cirripectes_filamentosus  Alleyne_and_Macleay_1877
a  Fowleria_marmorata  Alleyne_and_Macleay_1877
a  Lethrinus_laticaudis  Alleyne_and_Macleay_1877
a  Moolgarda_delicata  Alleyne_and_Macleay_1877
a  Siphamia_guttulatus  Alleyne_and_Macleay_1877
a  Nannacara_aureocephalus  Allgayer_1983
a  Amphilophus_nourissati  Allgayer_1989
a  Vieja_argentea  Allgayer_1991
a  Archocentrus_nanoluteus  Allgayer_1994
a  Paretroplus_menarambo  Allgayer_1996
a  Paretroplus_nourissati  Allgayer_1998
a  Archocentrus_altoflavus  Allgayer_2001
a  Cichlasoma_ufermanni  Allgayer_2002
a  Tomocichla_asfraci  Allgayer_2002
a  Barbus_microcephalus  Almaa_1967
a  Barbus_steindachneri  Almaa_1967
a  Acanthemblemaria_johnsoni  Almany_and_Baldwin_1996
a  Characidium_bahiensis  Almeida_1971
a  Hyphessobrycon_wajat  Almirn_and_Casciotta_1999
a  Astyanax_ita  Almirn_Azpelicueta_and_Casciotta_2002
a  Epactionotus_yasi  Almirn_Azpelicueta_and_Casciotta_2004
a  Hypobrycon_poi  Almirn_Casciotta_Azpelicueta_and_Cione_2001
a  Apteronotus_ellisi  Alonso_de_Aramburu_1957
a  Xyliphius_barbatus  Alonzo_de_Aramburu_and_Aramburu_1962
a  Poecilia_sulphuraria  Alvarez_1948
a  Priapella_compressa  Alvarez_1948
a  Cyprinodon_beltrani  Alvarez_1949
a  Poblana_letholepis  Alvarez_1950
a  Poblana_squamata  Alvarez_1950
a  Gambusia_echeagarayi  Alvarez_1952
a  Allotoca_meeki  Alvarez_1959
a  Hyporhamphus_mexicanus  Alvarez_1959
a  Neoophorus_regalis  Alvarez_1959
a  Xiphophorus_clemenciae  Alvarez_1959
a  Chapalichthys_pardalis  Alvarez_1963
a  Chapalichthys_peraticus  Alvarez_1963
a  Chirostoma_melanoccus  Alvarez_1963
a  Chirostoma_reseratum  Alvarez_1963
a  Atherinella_bolivari  Alvarez_and_Carranza_1952
a  Atherinella_schultzi  Alvarez_and_Carranza_1952
a  Priapella_intermedia  Alvarez_and_Carranza_1952
a  Algansea_barbata  Alvarez_and_Cortes_1964
a  Dionda_ipni  Alvarez_and_Navarro_1953
a  Engyprosopon_osculus  Amaoka_&_Arai_1998
a  Arnoglossus_sayaensis  Amaoka_&_Imamura_1990
a  Engyprosopon_hensleyi  Amaoka_&_Imamura_1990
a  Monolene_helenensis  Amaoka_&_Imamura_2000
a  Psettina_senta  Amaoka_&_Larson_1999
a  Engyprosopon_raoulensis  Amaoka_&_Mihara_1995
a  Arnoglossus_nigrifrons  Amaoka_&_Mihara_2000
a  Arnoglossus_septemventralis  Amaoka_&_Mihara_2000
a  Chascanopsetta_megagnatha  Amaoka_&_Parin_1990
a  Tosarhombus_neocaledonicus  Amaoka_&_Rivaton_1991
a  Tosarhombus_nielseni  Amaoka_&_Rivaton_1991
a  Engyprosopon_marquisensis  Amaoka_&_Seret_2005
a  Engyprosopon_vanuatuensis  Amaoka_&_Seret_2005
a  Parabothus_taiwanensis  Amaoka_&_Shen_1993
a  Chascanopsetta_micrognatha  Amaoka_&_Yamamoto_1984
a  Engyprosopon_multisquama  Amaoka_1963
a  Psettina_gigantea  Amaoka_1963
a  Psettina_tosana  Amaoka_1963
a  Arnoglossus_oxyrhynchus  Amaoka_1969
a  Engyprosopon_longipelvis  Amaoka_1969
a  Japonolaeops_dentatus  Amaoka_1969
a  Pseudorhombus_oculocirris  Amaoka_1969
a  Tarphops_elegans  Amaoka_1969
a  Tosarhombus_octoculatus  Amaoka_1969
a  Bajacalifornia_erimoensis  Amaoka_and_Abe_1977
a  Epinephelus_suborbitalis  Amaoka_and_Randall_1990
a  Dibranchus_japonicus  Amaoka_and_Toyoshima_1981
a  Arnoglossus_micrommatus  Amaoka_Arai_&_Gomon_1997
a  Engyprosopon_kushimotoensis  Amaoka_Kaga_&_Misaki_2008
a  Nematops_nanosquama  Amaoka_Kawai_&_Seret_2006
a  Engyprosopon_bellonaensis  Amaoka_Mihara_&_Rivaton_1993
a  Engyprosopon_longipterum  Amaoka_Mihara_&_Rivaton_1993
a  Engyprosopon_rostratum  Amaoka_Mihara_&_Rivaton_1993
a  Engyprosopon_septempes  Amaoka_Mihara_&_Rivaton_1993
a  Parabothus_filipes  Amaoka_Mihara_&_Rivaton_1997
a  Tosarhombus_brevis  Amaoka_Mihara_&_Rivaton_1997
a  Tosarhombus_longimanus  Amaoka_Mihara_&_Rivaton_1997
a  Colomesus_tocantinensis  Amaral_Brito_Silva_&_Carvalho_2013
a  Apareiodon_ibitiensis  Amaral_Campos_1944
a  Leporinus_aguapeiensis  Amaral_Campos_1945
a  Leporinus_lacustris  Amaral_Campos_1945
a  Oligosarcus_pintoi  Amaral_Campos_1945
a  Austrolebias_affinis  Amato_1986
a  Austrolebias_cinereus  Amato_1986
a  Austrolebias_gymnoventris  Amato_1986
a  Austrolebias_melanoorus  Amato_1986
a  Megalebias_prognathus  Amato_1986
a  Simpsonichthys_chacoensis  Amato_1986
a  Austrolebias_cyaneus  Amato_1987
a  Aphyosemion_dargei  Amiet_1987
a  Aphyosemion_edeanum  Amiet_1987
a  Aphyosemion_lugens  Amiet_1991
a  Aphyosemion_poliaki  Amiet_1991
a  Branchiostegus_sawakinensis  Amirthalingam_1969
a  Trichopsetta_caribbaea  Anderson_&_Gutherz_1967
a  Trichopsetta_melasma  Anderson_&_Gutherz_1967
a  Trichopsetta_orbisulcus  Anderson_&_Gutherz_1967
a  Devario_kakhienensis  Anderson_1879
a  Poropuntius_margarianus  Anderson_1879
a  Rita_sacerdotum  Anderson_1879
a  Pristipomoides_freemani  Anderson_1966
a  Symphysanodon_berryi  Anderson_1970
a  Symphysanodon_katayamai  Anderson_1970
a  Symphysanodon_maunaloae  Anderson_1970
a  Symphysanodon_octoactinus  Anderson_1970
a  Etelis_radiosus  Anderson_1981
a  Gymnelopsis_brevifenestrata  Anderson_1982
a  Gymnelus_pauciporus  Anderson_1982
a  Lycenchelys_monstrosa  Anderson_1982
a  Dieidolycus_leptodermatus  Anderson_1988
a  Letholycus_magellanicus  Anderson_1988
a  Lycenchelys_nanospinata  Anderson_1988
a  Lycenchelys_wilkesi  Anderson_1988
a  Oidiphorus_mcallisteri  Anderson_1988
a  Pachycara_crossacanthum  Anderson_1989
a  Pachycara_mesoporum  Anderson_1989
a  Pachycara_pammelas  Anderson_1989
a  Pachycara_rimae  Anderson_1989
a  Pachycara_shcherbachevi  Anderson_1989
a  Pachycara_sulaki  Anderson_1989
a  Pachycara_garricki  Anderson_1990
a  Lycenchelys_xanthoptera  Anderson_1991
a  Pachycara_goni  Anderson_1991
a  Ophthalmolycus_chilensis  Anderson_1992
a  Parapercis_maritzi  Anderson_1992
a  Dieidolycus_adocetus  Anderson_1994
a  Lycenchelys_callista  Anderson_1995
a  Lycenchelys_chauliodus  Anderson_1995
a  Lycenchelys_folletti  Anderson_1995
a  Lycenchelys_hadrogeneia  Anderson_1995
a  Lycenchelys_lonchoura  Anderson_1995
a  Lycenchelys_pearcyi  Anderson_1995
a  Lycenchelys_pentactina  Anderson_1995
a  Lycenchelys_pequenoi  Anderson_1995
a  Lycenchelys_peruana  Anderson_1995
a  Lycenchelys_fedorovi  Anderson_and_Balanov_2000
a  Anthias_noeli  Anderson_and_Baldwin_2000
a  Pachycara_nazca  Anderson_and_Bluhm_1997
a  Paracaesio_waltervadi  Anderson_and_Collette_in_Anderson_Kailola_and_Collette_1992
a  Aiakas_zinorum  Anderson_and_Gosztonyi_1991
a  Anthias_menezesi  Anderson_and_Heemstra_1980
a  Anthias_woodsi  Anderson_and_Heemstra_1980
a  Lycenchelys_tohokuensis  Anderson_and_Imamura_2002
a  Callanthias_parini  Anderson_and_Johnson_1984
a  Paracaesio_paragrapsimodon  Anderson_and_Kailola_in_Anderson_Kailola_and_Collette_1992
a  Pachycara_gymninium  Anderson_and_Peden_1988
a  Pachycara_lepinium  Anderson_and_Peden_1988
a  Dieidolycus_gosztonyii  Anderson_and_Pequeo_R._1998
a  Plectranthias_parini  Anderson_and_Randall_1991
a  Physiculus_cyanostrophus  Anderson_and_Tweddle_2002
a  Anatolanthias_apiomycter  Anderson_Parin_and_Randall_1990
a  Galaxias_niger  Andrews_1985
a  Lycodapus_derjugini  Andriashev_1935
a  Stelgistrum_concinnum  Andriashev_1935
a  Gymnelus_hemifasciatus  Andriashev_1937
a  Icelus_stenosomus  Andriashev_1937
a  Krusensterniella_maculata  Andriashev_1938
a  Taranetzella_lyoderma  Andriashev_1952
a  Krusensterniella_pavlovskii  Andriashev_1955
a  Lycenchelys_micropora  Andriashev_1955
a  Lycenchelys_plicifera  Andriashev_1955
a  Lycenchelys_rassi  Andriashev_1955
a  Lycenchelys_ratmanovi  Andriashev_1955
a  Lycenchelys_vitiazi  Andriashev_1955
a  Lycenchelys_volki  Andriashev_1955
a  Lycodes_albolineatus  Andriashev_1955
a  Pseudoliparis_amblystomopsis  Andriashev_1955
a  Lycenchelys_albeola  Andriashev_1958
a  Lycenchelys_uschakovi  Andriashev_1958
a  Paradiplospinus_antarcticus  Andriashev_1960
a  Gymnoscopelus_bolini  Andriashev_1962
a  Nannobrachium_achirus  Andriashev_1962
a  Pogonophryne_barsukovi  Andriashev_1967
a  Pogonophryne_mentella  Andriashev_1967
a  Pogonophryne_permitini  Andriashev_1967
a  Notoliparis_kurchatovi  Andriashev_1975
a  Notoliparis_macquariensis  Andriashev_1978
a  Trematomus_tokarevi  Andriashev_1978
a  Lycenchelys_hureaui  Andriashev_1979
a  Paraliparis_operculosus  Andriashev_1979
a  Paraliparis_devriesi  Andriashev_1980
a  Paraliparis_leobergi  Andriashev_1982
a  Paraliparis_meganchus  Andriashev_1982
a  Paraliparis_neelovi  Andriashev_1982
a  Paraliparis_thalassobathyalis  Andriashev_1982
a  Paraliparis_cerasinus  Andriashev_1986
a  Paraliparis_debueni  Andriashev_1986
a  Paraliparis_diploprora  Andriashev_1986
a  Paraliparis_hubbsi  Andriashev_1986
a  Paraliparis_kreffti  Andriashev_1986
a  Paraliparis_leucogaster  Andriashev_1986
a  Paraliparis_leucoglossus  Andriashev_1986
a  Paraliparis_mawsoni  Andriashev_1986
a  Paraliparis_stehmanni  Andriashev_1986
a  Paraliparis_trunovi  Andriashev_1986
a  Careproctus_cactiformis  Andriashev_1990
a  Careproctus_novaezelandiae  Andriashev_1990
a  Careproctus_acaecus  Andriashev_1991
a  Careproctus_aculeolatus  Andriashev_1991
a  Careproctus_armatus  Andriashev_1991
a  Careproctus_atrans  Andriashev_1991
a  Careproctus_aureomarginatus  Andriashev_1991
a  Careproctus_herwigi  Andriashev_1991
a  Careproctus_macranchus  Andriashev_1991
a  Careproctus_smirnovi  Andriashev_1991
a  Paraliparis_aspersus  Andriashev_1992
a  Paraliparis_tompkinsae  Andriashev_1992
a  Psednos_christinae  Andriashev_1992
a  Paraliparis_challengeri  Andriashev_1993
a  Paraliparis_duhameli  Andriashev_1994
a  Paraliparis_bipolaris  Andriashev_1997
a  Careproctus_atakamensis  Andriashev_1998
a  Careproctus_merretti  Andriashev_and_Chernova_1988
a  Careproctus_aciculipunctatus  Andriashev_and_Chernova_1997
a  Paraliparis_abyssorum  Andriashev_and_Chernova_1997
a  Lycenchelys_maoriensis  Andriashev_and_Fedorov_1986
a  Ophthalmolycus_campbellensis  Andriashev_and_Fedorov_1986
a  Azygopterus_corallinus  Andriashev_and_Makushok_1955
a  Hadropareia_semisquamata  Andriashev_and_Matyushin_in_Matyushin_1989
a  Genioliparis_lindbergi  Andriashev_and_Neyelov_1976
a  Chionobathyscus_dewitti  Andriashev_and_Neyelov_1978
a  Paraliparis_monoporus  Andriashev_and_Neyelov_1979
a  Paraliparis_somovi  Andriashev_and_Neyelov_1979
a  Paraliparis_tetrapteryx  Andriashev_and_Neyelov_1979
a  Paraliparis_trilobodon  Andriashev_and_Neyelov_1979
a  Paraliparis_valentinae  Andriashev_and_Neyelov_1984
a  Lycenchelys_aratrirostris  Andriashev_and_Permitin_1968
a  Lycenchelys_bellingshauseni  Andriashev_and_Permitin_1968
a  Pseudoliparis_belyaevi  Andriashev_and_Pitruk_1993
a  Careproctus_continentalis  Andriashev_and_Prirodina_1990
a  Careproctus_credispinulosus  Andriashev_and_Prirodina_1990
a  Careproctus_parini  Andriashev_and_Prirodina_1990
a  Careproctus_steini  Andriashev_and_Prirodina_1990
a  Careproctus_acifer  Andriashev_and_Stein_1998
a  Careproctus_ampliceps  Andriashev_and_Stein_1998
a  Careproctus_catherinae  Andriashev_and_Stein_1998
a  Careproctus_eltaninae  Andriashev_and_Stein_1998
a  Careproctus_fedorovi  Andriashev_and_Stein_1998
a  Careproctus_improvisus  Andriashev_and_Stein_1998
a  Careproctus_inflexidens  Andriashev_and_Stein_1998
a  Careproctus_lacmi  Andriashev_and_Stein_1998
a  Careproctus_leptorhinus  Andriashev_and_Stein_1998
a  Careproctus_minimus  Andriashev_and_Stein_1998
a  Careproctus_parviporatus  Andriashev_and_Stein_1998
a  Careproctus_pseudoprofundicola  Andriashev_and_Stein_1998
a  Careproctus_rimiventris  Andriashev_and_Stein_1998
a  Careproctus_sandwichensis  Andriashev_and_Stein_1998
a  Careproctus_scaphopterus  Andriashev_and_Stein_1998
a  Careproctus_tricapitidens  Andriashev_and_Stein_1998
a  Careproctus_vladibeckeri  Andriashev_and_Stein_1998
a  Careproctus_zispi  Andriashev_and_Stein_1998
a  Microphotolepis_schmidti  Angel_and_Verrier_1931
a  Stellifer_magoi  Anguilera_1983
a  Canthigaster_investigatoris  Annandale_&_Jenkins_1910
a  Channa_harcourtbutleri  Annandale_1918
a  Chaudhuria_caudata  Annandale_1918
a  Cyprinus_intha  Annandale_1918
a  Inlecypris_auropurpurea  Annandale_1918
a  Microrasbora_erythromicron  Annandale_1918
a  Microrasbora_rubescens  Annandale_1918
a  Physoschistura_brunneana  Annandale_1918
a  Sawbwa_resplendens  Annandale_1918
a  Garra_gravelyi  Annandale_1919
a  Nemacheilus_anguilla  Annandale_1919
a  Parapsilorhynchus_tentaculatus  Annandale_1919
a  Halieutaea_indica  Annandale_and_Jenkins_1910
a  Arius_sumatranus  Anonymous_[Bennett]_1830
a  Carangoides_praeustus  Anonymous_[Bennett]_1830
a  Chaetodon_rafflesii  Anonymous_[Bennett]_1830
a  Herklotsichthys_ovalis  Anonymous_[Bennett]_1830
a  Ilisha_elongata  Anonymous_[Bennett]_1830
a  Ophichthus_apicalis  Anonymous_[Bennett]_1830
a  Abalistes_stellatus  Anonymous_[Lacepede]_1798
a  Arothron_meleagris  Anonymous_1798
a  Arothron_stellatus  Anonymous_1798
a  Apistogramma_guttata  Antonio_C._Kullander_and_Lasso_A._1989
a  Rhinogobius_gigas  Aonuma_and_Chen_1996
a  Rhinogobius_nantaiensis  Aonuma_and_Chen_1996
a  Amblyeleotris_masuii  Aonuma_and_Yoshino_1996
a  Amblyeleotris_yanoi  Aonuma_and_Yoshino_1996
a  Amblyeleotris_melanocephala  Aonuma_Iwata_and_Yoshino_2000
a  Pseudochromis_luteus  Aoyagi_1943
a  Trimma_okinawae  Aoyagi_1949
a  Dinematichthys_riukiuensis  Aoyagi_1954
a  Ecsenius_yaeyamaensis  Aoyagi_1954
a  Hisonotus_ringueleti  Aquino_Schaefer_and_Miquelarena_2001
a  Iniistius_geisha  Araga_and_Yoshino_1986
a  Xyrichtys_geisha  Araga_and_Yoshino_1986
a  Bodianus_izuensis  Araga_and_Yoshino_in_Masuda_Araga_and_Yoshino_1975
a  Bodianus_masudai  Araga_and_Yoshino_in_Masuda_Araga_and_Yoshino_1975
a  Doryrhamphus_japonicus  Araga_and_Yoshino_in_Masuda_Araga_and_Yoshino_1975
a  Neoscopelus_porosus  Arai_1969
a  Luciogobius_grandis  Arai_1970
a  Caelorinchus_kaiyomaru  Arai_and_Iwamoto_1979
a  Caelorinchus_biclinozonalis  Arai_and_McMillan_1982
a  Rhodeus_pseudosericeus  Arai_Jeon_and_Ueda_2001
a  Rhodeus_haradai  Arai_Suzuki_and_Shen_1990
a  Lebiasina_floridablancaensis  Ardila_Rodrguez_1994
a  Lebiasina_provenzanoi  Ardila_Rodrguez_1999
a  Lebiasina_yuruaniensis  Ardila_Rodrguez_2000
a  Lebiasina_chucuriensis  Ardila_Rodrguez_2001
a  Lebiasina_narinensis  Ardila_Rodrguez_2002
a  Hypancistrus_inspector  Armbruster_2002
a  Hypostomus_ericius  Armbruster_2003
a  Hypostomus_hemicochliodon  Armbruster_2003
a  Hypostomus_pagei  Armbruster_2003
a  Hypostomus_sculpodon  Armbruster_2003
a  Peckoltia_sabaji  Armbruster_2003
a  Pseudancistrus_sidereus  Armbruster_2004
a  Hypostomus_ammophilus  Armbruster_and_Page_1996
a  Pseudolithoxus_anthrax  Armbruster_and_Provenzano_2000
a  Pseudolithoxus_dumus  Armbruster_and_Provenzano_2000
a  Pseudolithoxus_nicoi  Armbruster_and_Provenzano_2000
a  Pseudolithoxus_tigris  Armbruster_and_Provenzano_2000
a  Corymbophanes_kaiei  Armbruster_and_Sabaj_in_Armbruster_Sabaj_Hardman_Page_and_Knouft_2000
a  Peckoltia_cavatica  Armbruster_and_Werneke_2005
a  Otopharynx_pachycheilus  Arnegard_and_Snoeks_2001
a  Aplocheilus_blockii  Arnold_1911
a  Trichopsis_pumila  Arnold_1936
a  Typhleotris_pauliani  Arnoult_1959
a  Paretroplus_kieneri  Arnoult_1960
a  Pantanodon_madagascariensis  Arnoult_1963
a  Bathophilus_flemingi  Aron_and_McCrery_1958
a  Orestias_laucaensis  Arratia_1982
a  Orestias_parinacotensis  Arratia_1982
a  Trichomycterus_chungaraensis  Arratia_1983
a  Trichomycterus_laucaensis  Arratia_1983
a  Diplomystes_camposensis  Arratia_1987
a  Diplomystes_nahuelbutaensis  Arratia_1987
a  Trichomycterus_duellmani  Arratia_and_Menu
a  Trichomycterus_roigi  Arratia_and_Menu
a  Silvinichthys_mendozensis  Arratia_Chang_Menu
a  Cyttus_novaezealandiae  Arthur_1885
a  Herichthys_tamasopoensis  Artigas_Azas_1993
a  Puntius_kannikattiensis  Arunachalam_and_Johnson_2003
a  Homaloptera_santhamparaiensis  Arunachalam_Johnson_and_Rema_Devi_2002
a  Homaloptera_manipurensis  Arunkumar_1998
a  Laguvia_manipurensis  Arunkumar_2000
a  Lepidocephalichthys_manipurensis  Arunkumar_2000
a  Neonoemacheilus_morehensis  Arunkumar_2000
a  Puntius_meingangbii  Arunkumar_and_Singh_2003
a  Puntius_yuensis  Arunkumar_and_Singh_2003
a  Silurus_morehensis  Arunkumar_and_Tombi_Singh_1997
a  Devario_yuensis  Arunkumar_and_Tombi_Singh_1998
a  Puntius_morehensis  Arunkumar_and_Tombi_Singh_1998
a  Barilius_lairokensis  Arunkumar_and_Tombi_Singh_2000
a  Macrognathus_morehensis  Arunkumar_and_Tombi_Singh_2000
a  Acromycter_nezumi  Asano_1958
a  Ariosoma_major  Asano_1958
a  Ariosoma_shiroanago  Asano_1958
a  Ophichthus_megalops  Asano_1987
a  Labrus_bergylta  Ascanius_1767
a  Brosme_brosme  Ascanius_1772
a  Regalecus_glesne  Ascanius_1772
a  Sebastes_norvegicus  Ascanius_1772
a  Argentina_silus  Ascanius_1775
a  Glyptothorax_sufii  Asghar_Bashir_and_Mirza_1975
a  Argyrosomus_regius  Asso_1801
a  Salaria_fluviatilis  Asso_1801
a  Gagata_youssoufi  Ataur_Rahman_1976
a  Oryzias_marmoratus  Aurich_1935
a  Oryzias_matanensis  Aurich_1935
a  Paratherina_cyanea  Aurich_1935
a  Paratherina_labiosa  Aurich_1935
a  Paratherina_striata  Aurich_1935
a  Paratherina_wolterecki  Aurich_1935
a  Neostethus_ctenophorus  Aurich_1937
a  Neostethus_thessa  Aurich_1937
a  Glossogobius_flavipinnis  Aurich_1938
a  Glossogobius_intermedius  Aurich_1938
a  Mugilogobius_cagayanensis  Aurich_1938
a  Sicyopus_jonklaasi  Axelrod_1972
a  Pseudochromis_paccagnellae  Axelrod_1973
a  Rasbora_brittani  Axelrod_1976
a  Tropheus_polli  Axelrod_1977
a  Corydoras_burgessi  Axelrod_1987
a  Brachyrhamdia_rambarrani  Axelrod_and_Burgess_in_Axelrod_1987
a  Simochromis_margaretae  Axelrod_and_Harrison_1978
a  Corydoras_diphyes  Axenrot_and_Kullander_2003
a  Otocinclus_mimulus  Axenrot_and_Kullander_2003
a  Odax_cyanoallix  Ayling_and_Paxton_1983
a  Pseudojuloides_elongatus  Ayling_and_Russell_1977
a  Malacosteus_niger  Ayres_1848
a  Allosmerus_elongatus  Ayres_1854
a  Brosmophycis_marginata  Ayres_1854
a  Catostomus_occidentalis  Ayres_1854
a  Hemilepidotus_spinosus  Ayres_1854
a  Orthodon_microlepidotus  Ayres_1854
a  Pogonichthys_macrolepidotus  Ayres_1854
a  Ptychocheilus_grandis  Ayres_1854
a  Scorpaenichthys_marmoratus  Ayres_1854
a  Sebastes_nebulosus  Ayres_1854
a  Sebastes_paucispinis  Ayres_1854
a  Semicossyphus_pulcher  Ayres_1854
a  Anarrhichthys_ocellatus  Ayres_1855
a  Genyonemus_lineatus  Ayres_1855
a  Lepidopsetta_bilineata  Ayres_1855
a  Liparis_mucosus  Ayres_1855
a  Liparis_pulchellus  Ayres_1855
a  Merluccius_productus  Ayres_1855
a  Synodus_lucioceps  Ayres_1855
a  Trachurus_symmetricus  Ayres_1855
a  Gymnothorax_mordax  Ayres_1859
a  Halichoeres_semicinctus  Ayres_1859
a  Paralichthys_californicus  Ayres_1859
a  Sebastes_elongatus  Ayres_1859
a  Sebastes_helvomaculatus  Ayres_1859
